username, mac_address, start_time, usage_time, upload, download
peacefulEland1,3B:38:2B:53:B7:F6,2022-11-11 22:48:07,8:24:01,5571942.3,7068301.24
grumpyThrushe8,14:71:02:4B:41:25,2022-11-08 11:15:38,4:51:59,6510864.33,2124675.9
puzzledGarlic8,22:68:5A:3E:1B:0E,2022-11-11 04:05:40,19:09:48,3623686.23,1149585.47
spiritedEland5,67:42:09:61:D0:AE,2022-11-17 09:31:58,10:00:10,3050162.54,4503409.49
drearyOtter2,5D:2E:45:7A:4E:25,2022-12-01 19:38:34,14:37:41,9584390.1,3386166.67
shamefulBittern0,06:28:12:4A:E6:89,2022-11-27 13:34:22,18:11:53,7977334.33,2727282.52
spiritedWildfowl6,22:25:67:01:78:AB,2022-12-07 05:30:27,22:30:45,3096916.01,4498518.27
boredPie1,4F:46:62:20:A6:26,2022-11-12 06:33:28,4:47:36,8074394.98,659489.33
needyPup9,64:40:7C:23:91:9D,2022-11-02 14:11:18,14:20:46,3812875.14,8887408.79
worldlyWasp5,6C:1A:6B:3D:E3:B8,2022-11-18 05:28:08,12:26:48,4509585.53,7819862.53
needfulBuck9,72:12:07:0B:6A:10,2022-11-18 13:08:26,6:44:33,9802674.93,4367586.69
obsessedDunbird3,61:08:44:74:4F:DE,2022-11-01 21:53:34,21:53:34,6952309.67,8251025.02
excludedSyrup5,6E:05:36:4F:98:F8,2022-12-10 22:44:41,19:24:39,5472408.87,7520074.36
euphoricRice4,06:32:77:5D:D7:5A,2022-12-13 01:28:46,4:08:03,9615863.89,6024823.05
murkyBurritos8,5C:55:19:6F:D7:68,2022-11-24 12:44:37,7:12:06,772514.69,3300984.64
sugaryRuffs6,3F:64:36:21:CE:0B,2022-12-05 16:19:00,0:34:38,4362379.24,913936.37
peskyCaviar2,7C:02:67:15:0B:81,2022-12-07 17:14:15,5:27:16,7698717.49,5101922.08
giddyHawk5,14:49:19:37:CF:0A,2022-12-06 04:20:28,9:38:54,1762876.51,9889258.27
bubblyPup8,6B:4D:5B:14:FF:3C,2022-12-18 20:58:12,4:22:44,5787219.91,1537483.44
crummyWasp1,7F:71:7A:66:2B:56,2022-11-04 01:59:15,22:01:25,7440635.8,1283430.77
betrayedLocust4,4F:35:7B:0B:45:83,2022-11-20 14:02:56,0:47:50,8549852.08,1891579.21
awedAntelope4,49:61:7D:15:2A:5E,2022-11-24 15:17:01,14:31:27,8204519.18,7633928.05
holisticPudding9,38:06:5C:3B:E3:17,2022-12-11 03:58:52,13:14:12,2261424.25,599608.63
grudgingHare3,0A:1A:78:56:04:B4,2022-12-12 18:40:32,0:59:31,5622922.96,4302470.99
soreSardines3,73:6A:0D:03:F3:94,2022-11-23 04:31:35,6:28:17,9621053.78,3564638.81
empathicLapwing1,56:56:0C:1D:AF:1D,2022-11-16 10:57:38,5:38:12,2196210.67,1829170.08
enragedLlama6,38:1F:00:4B:04:DF,2022-11-26 18:10:04,0:30:03,1017940.99,850339.34
crummyBobolink5,74:06:62:61:81:CA,2022-12-15 21:16:55,17:57:07,8421759.3,8849557.76
shamefulSardines2,29:70:70:27:5B:1E,2022-12-04 07:28:46,13:17:27,7484640.08,2953591.79
betrayedWhiting8,63:53:0C:53:D8:F7,2022-11-06 06:58:01,1:36:11,4638815.21,1671509.69
mercifulHeron8,00:2F:14:32:9D:1F,2022-12-11 13:40:09,15:24:53,7962444.09,1069790.99
curiousDingo2,63:4D:13:6D:72:97,2022-11-05 12:31:44,2:52:44,1694254.65,5479809.27
mercifulCrackers1,65:7E:22:10:FC:8B,2022-11-08 18:59:40,2:01:46,1636867.76,5020918.21
cheerfulSmelt8,3B:2D:72:28:D6:B9,2022-11-29 23:50:13,2:54:09,1628953.63,3259333.3
thrilledFish5,1A:68:6C:38:D5:E5,2022-12-18 16:19:24,4:01:18,1958706.26,4788372.38
sincereMeerkat0,4B:0C:10:13:B8:B5,2022-11-29 13:48:25,14:35:14,312570.22,858512.45
aloofThrush5,63:22:34:30:10:35,2022-11-06 15:08:33,18:39:09,1125066.56,3865163.68
excludedMoth6,1E:38:5E:6B:57:59,2022-11-21 05:30:11,18:21:42,206373.07,1446668.79
awedMallard6,25:16:6E:02:94:4D,2022-12-20 05:01:51,14:06:45,6921606.18,6256786.8
jumpyDove5,75:51:2A:45:F7:0D,2022-11-21 18:48:49,2:15:11,53441.55,9678570.97
soreGelding9,60:4A:1E:61:4B:42,2022-12-10 12:28:59,15:02:18,5390023.35,6742452.54
eagerMeerkat4,0A:4F:40:73:7A:08,2022-12-12 01:15:33,19:42:31,8587459.08,1700979.84
peacefulGelding3,05:70:7B:47:7A:2F,2022-11-28 15:27:47,6:01:52,5495694.6,9441776.58
sheepishFish3,09:21:3C:53:77:77,2022-11-26 06:31:44,19:57:36,9880517.07,8336242.29
dopeyCordial1,5C:6A:01:1C:4E:99,2022-11-29 00:07:26,7:56:28,5743744.25,7153363.32
dearWigeon4,2A:24:6C:21:D8:30,2022-11-06 08:17:59,13:06:47,2243377.25,7223150.77
chicMackerel0,7B:6F:57:28:4B:A0,2022-12-10 18:40:13,22:45:47,5586208.72,1753343.14
chicDinosaur5,55:11:4E:36:97:4C,2022-11-08 18:16:52,23:43:35,7576350.92,8333063.09
chicHoopoe1,7D:58:3A:62:4F:79,2022-12-19 10:04:39,15:33:20,9517359.76,7433651.85
alertHawk0,54:43:24:16:1A:BB,2022-11-16 17:22:33,13:57:31,307987.66,2457136.48
insecureWhiting8,2E:0C:3A:23:97:51,2022-12-11 04:47:05,0:30:16,9265795.59,2464730.11
ardentCrane6,58:28:58:1A:71:1D,2022-11-12 18:44:00,13:47:15,4401579.46,2746663.29
culturedBaboon9,42:74:6D:5C:B7:AD,2022-11-23 11:31:39,12:33:53,1042725.29,4248751.8
trustingCrackers1,46:1D:37:55:51:79,2022-12-11 13:02:23,11:23:31,7359290.04,4821173.83
abjectOryx1,11:0E:1C:1E:2E:D0,2022-11-17 13:05:46,21:49:55,3838112.0,8095911.56
pacifiedBasmati6,60:52:3C:2A:DD:9D,2022-12-01 07:37:34,11:21:05,1584741.34,3016029.19
peskyCaviar2,7C:02:67:15:0B:81,2022-12-16 19:16:59,10:11:08,1804808.77,8403378.29
anxiousLion0,49:3D:6C:77:65:E5,2022-11-30 17:27:53,10:49:53,5407707.7,4285041.68
cynicalMare3,05:04:15:3F:4F:BF,2022-11-15 22:33:58,19:35:30,8823766.43,4917296.33
betrayedOtter1,00:3D:0D:60:82:F7,2022-12-17 15:22:09,9:39:19,676243.32,6670553.77
holisticPie8,03:70:24:19:41:A5,2022-11-13 18:14:00,21:47:24,9119686.73,169149.94
ardentHyena4,4F:1F:46:77:87:25,2022-11-12 19:30:06,9:53:53,1777253.15,1024852.66
pitifulFerret2,78:6E:58:0A:CE:BE,2022-11-26 11:15:36,18:51:17,5922820.92,4136348.87
cynicalMare3,05:04:15:3F:4F:BF,2022-11-13 18:34:40,12:54:10,4506396.62,3151191.17
pridefulSnipe5,52:7B:45:33:C0:D0,2022-11-07 22:56:38,20:47:34,5011100.6,5905387.32
pridefulRelish6,04:30:45:62:9C:AE,2022-11-19 12:03:59,5:59:23,6050909.17,1145994.47
trustingShads0,64:23:13:2D:C3:DC,2022-11-17 09:53:03,6:19:28,2959788.09,3827056.04
similarRelish0,70:32:61:37:07:31,2022-12-01 09:22:38,1:17:22,2670351.23,2627461.41
insecureWhiting8,60:38:0C:56:F1:61,2022-12-05 01:32:03,21:05:34,9582666.45,9657228.05
fondQuiche7,10:78:41:01:E6:EF,2022-12-21 07:54:56,8:25:31,9762698.93,764985.25
somberJaguar3,72:59:41:0A:F5:6E,2022-12-16 11:20:53,4:07:13,3215137.72,8485461.24
panickyDinosaur6,12:41:1F:15:5B:AF,2022-11-05 11:13:53,15:07:32,6375296.46,9134211.43
insecureWhiting8,4E:1D:62:02:AE:7C,2022-12-03 00:35:05,1:31:48,6650429.73,3066986.88
stressedIguana8,7D:15:06:66:4E:FB,2022-12-09 10:17:33,12:11:37,3807421.94,3498016.27
amusedSardines7,7B:57:76:39:F6:32,2022-11-22 00:51:46,14:16:04,4478049.06,7279528.83
amusedPepper5,6D:6C:29:15:38:ED,2022-11-26 21:54:07,18:01:16,1559012.81,4901059.64
selfishOil1,1D:3A:1F:7D:CF:A5,2022-11-05 02:27:20,7:06:00,1676259.77,5318123.5
excitedCoconut8,76:52:33:32:77:8A,2022-11-23 01:28:38,5:22:28,7030701.83,2201224.51
mildPie1,1B:5F:65:66:C5:88,2022-12-04 10:02:07,3:32:21,5775762.0,1118728.47
grizzledDunbird0,13:44:48:71:00:8B,2022-12-07 01:42:19,12:37:23,9056196.66,2027895.27
troubledCurlew9,5B:0C:45:42:2A:89,2022-11-08 04:36:29,10:43:41,2889767.93,3418617.57
giddyEggs6,05:6B:07:7E:1F:6C,2022-12-03 04:44:51,12:52:40,7099496.75,5322725.08
dejectedJerky9,3E:1B:5E:7B:30:58,2022-11-03 08:03:31,13:49:27,9981474.86,2589924.32
scornfulLlama4,7D:55:06:5C:2F:C9,2022-11-15 19:52:13,10:03:59,7700318.04,8468607.7
truthfulChough1,6E:0E:1F:31:31:54,2022-11-01 06:01:48,6:01:48,8094017.71,9486970.4
ferventCod1,0D:4A:31:6F:7A:DC,2022-12-08 21:33:40,4:21:22,5973532.27,6759474.52
pleasedChamois2,05:17:41:48:DD:DB,2022-12-07 21:36:34,15:33:09,7811764.88,4111784.82
cheerfulSeahorse6,60:14:1E:67:C5:94,2022-11-03 20:41:08,1:23:28,7791845.29,7360840.62
zestyCrackers0,11:1E:35:4D:62:2F,2022-11-10 04:43:54,7:44:54,5267066.77,5887622.84
ardentKitten0,09:20:1B:51:C7:82,2022-12-17 13:38:21,19:26:18,9480188.55,7580831.39
guiltyPiglet5,6F:4D:5D:5E:6F:CE,2022-11-09 14:06:18,6:41:47,5851560.64,2012635.18
lazyCardinal0,2A:1B:75:17:CE:DD,2022-12-12 10:23:50,10:13:28,1813199.35,8226856.7
gutturalTuna3,65:5D:4B:61:B3:2A,2022-11-27 05:25:03,22:37:31,5229628.04,1231904.95
troubledGelding4,66:12:5E:15:D8:1B,2022-12-04 06:52:49,10:28:34,1172200.88,5797887.28
adoringPudding2,1D:10:12:7A:20:DD,2022-11-29 13:32:54,5:18:14,2300839.87,9607508.73
amazedRuffs1,1F:21:74:33:20:D9,2022-11-27 13:50:39,17:39:53,6485278.08,8751055.78
crummyKitten8,5B:54:40:56:74:50,2022-12-03 00:57:38,1:25:16,5703117.47,8036424.36
goofyTruffle4,1F:31:03:05:9A:6D,2022-12-09 04:23:02,2:51:57,5857203.89,9485094.99
offendedToucan8,6E:61:56:43:37:62,2022-11-09 21:58:41,22:29:59,8282020.13,320133.15
emptyViper8,3B:14:27:53:41:AE,2022-11-28 01:46:12,7:40:02,3491532.48,1929211.67
excludedSyrup5,23:35:42:52:28:C0,2022-11-04 13:15:28,18:22:20,4104733.26,7712535.24
guiltyPiglet5,33:6F:4E:09:90:E6,2022-11-24 14:18:37,9:42:16,9430271.14,752816.59
excitedDingo7,6A:68:1E:4E:29:37,2022-11-09 02:20:58,18:35:23,8929071.5,4845151.45
morbidTacos7,63:71:3F:1E:D4:24,2022-12-20 06:54:39,16:46:27,5648881.05,8990268.27
dopeyThrush6,1B:11:50:12:22:B5,2022-11-06 13:08:38,19:13:16,4664277.96,791036.81
worldlyTeal6,6E:1E:1E:01:7C:36,2022-12-11 07:44:27,2:37:26,7849173.59,4608936.78
insecurePretzels0,19:77:37:38:C3:7A,2022-12-16 21:02:25,8:44:03,3528698.13,3686123.89
gleefulGnu2,11:74:2F:42:DE:3F,2022-11-23 00:03:28,9:16:32,6777374.22,6692044.73
ecstaticBurritos9,71:4F:0B:43:42:B0,2022-11-05 01:08:06,0:45:48,4286172.96,529062.7
dopeyChowder7,52:12:2B:12:20:2B,2022-11-11 01:29:57,5:11:37,6374020.97,3923545.92
dreadfulLion6,66:15:52:5F:DE:74,2022-11-11 11:01:27,16:46:47,6539114.08,5058160.78
superiorHyena1,4E:44:6D:5A:13:6A,2022-11-02 19:40:11,0:40:41,4635016.81,1061202.36
worldlyMoth1,57:2D:2E:36:C8:70,2022-11-25 17:16:24,18:48:35,4102410.59,7979127.4
emptyMacaw2,46:42:7A:69:E8:9B,2022-11-27 12:27:34,0:36:32,7502648.48,8999766.72
dopeyTermite4,54:36:71:1A:2D:00,2022-11-12 08:43:15,22:52:46,6665013.1,3432446.22
debonairCheetah1,29:6C:2A:5A:6E:F5,2022-11-15 21:39:31,9:32:52,4395124.66,4686977.87
cynicalPoultry5,5A:48:48:33:C5:18,2022-12-03 15:00:58,15:03:45,7107360.38,5086589.83
yearningCockatoo6,36:7F:6B:46:0B:3E,2022-11-05 14:41:03,20:20:09,7791976.74,7520350.56
excludedShads4,61:39:59:08:02:FA,2022-11-30 22:26:32,10:44:20,8487586.68,6879259.61
panickyMackerel8,6E:68:0A:27:D8:02,2022-12-11 01:24:31,14:29:01,4482987.0,311321.55
outlyingDingo6,53:6C:2B:59:FF:6C,2022-12-16 02:50:54,8:39:57,2646042.76,4925984.8
wakefulLollies8,5D:6A:7D:01:12:51,2022-11-13 23:08:58,14:31:42,3332073.59,8933004.56
artisticCheese1,42:4D:60:27:3B:90,2022-12-16 11:57:03,18:02:18,8732465.35,5624615.59
eagerMeerkat4,3B:40:57:2B:7B:BF,2022-12-12 09:27:57,0:20:21,5274941.59,2949836.79
similarGatorade5,04:24:1F:4B:0D:A5,2022-11-29 12:06:24,22:02:09,8142372.08,1477921.93
trustingEagle7,30:7C:0F:2A:E8:91,2022-11-16 12:55:16,6:48:23,5175277.13,8099871.06
adoringLard0,4F:1A:38:43:7A:10,2022-11-29 07:40:56,22:11:22,3367682.49,3124066.92
resolvedMallard6,36:04:40:58:E2:96,2022-12-16 19:01:29,8:06:19,10482.92,6905916.94
wingedHawk3,49:46:60:6A:87:49,2022-12-07 11:14:41,5:44:44,4450982.08,3250585.31
mercifulHeron8,48:45:58:65:1B:2E,2022-12-01 01:45:15,17:37:02,2739560.79,8667696.1
chicHoopoe1,08:13:61:35:DE:F2,2022-11-16 17:40:17,10:39:11,9047460.68,9564709.31
adoringBaboon0,21:79:41:5B:04:7B,2022-11-03 14:53:55,15:09:31,6372935.33,6324387.4
sincereDingo7,2B:21:35:77:95:1B,2022-12-15 13:23:15,17:07:53,6253826.68,2325760.44
soreThrush7,43:42:2E:13:58:4D,2022-12-19 17:57:24,7:21:12,4571805.67,1036457.9
eagerMeerkat4,3B:40:57:2B:7B:BF,2022-11-23 09:46:05,6:18:04,9466655.33,4428878.55
wrathfulPie8,44:3B:39:3C:7B:FD,2022-11-10 03:36:37,22:33:07,5134092.22,8460982.86
grizzledZebra7,65:29:45:25:32:38,2022-12-06 17:01:01,20:46:31,6870417.51,8705098.22
annoyedMoth2,4A:74:54:3D:6B:F7,2022-11-16 03:38:33,3:10:24,328368.67,13059.91
wakefulGnu2,02:5F:11:51:01:50,2022-11-15 18:23:12,17:54:04,602164.24,6373952.94
aboardSmelt2,4B:35:37:42:9B:27,2022-12-10 14:01:28,18:13:46,8013839.13,4303872.86
blissfulEland2,05:3C:10:14:8B:42,2022-12-10 20:02:57,0:40:51,8505762.98,5592180.55
affectedOatmeal3,03:2A:57:62:DC:5C,2022-11-03 18:33:09,3:52:28,5545258.64,6666170.62
worldlyLizard1,75:0E:10:41:4B:BB,2022-11-14 07:17:35,21:31:43,4019238.27,4968135.25
amazedOcelot0,25:75:21:00:8F:C8,2022-11-21 12:00:08,3:14:11,58737.26,8449556.37
truthfulLocust7,39:25:3B:4E:DC:37,2022-11-29 11:54:44,7:23:41,7702743.01,494570.37
enragedBittern9,3A:59:31:10:34:ED,2022-12-05 23:34:55,5:44:05,6755015.68,6937313.76
shamefulBittern0,4F:3B:31:09:5C:12,2022-11-15 01:03:37,15:39:45,9406034.89,2460061.08
emptyMacaw3,35:04:2E:0E:D5:64,2022-11-27 00:06:59,20:17:21,9123408.81,7482075.49
goofyLion3,18:43:6D:40:3C:84,2022-11-05 00:06:26,18:36:46,1056802.48,2787945.18
dearHeron2,63:57:26:57:ED:54,2022-11-11 10:15:19,18:33:30,4285454.8,2683379.94
empathicPlover0,6C:54:6B:27:20:50,2022-11-13 06:24:18,8:47:27,9818183.08,3640500.98
adoringCrane9,6F:0F:1E:13:D5:0E,2022-12-04 20:48:34,5:05:51,3014697.71,6262228.85
drearyOtter2,72:1B:11:7C:C8:30,2022-11-23 22:24:15,3:48:54,8525196.62,2348026.73
somberTomatoe4,6C:61:08:53:95:DC,2022-11-25 21:15:57,22:15:25,3399564.42,3095790.47
solidPup7,4F:1F:49:1C:CF:CB,2022-11-22 02:28:15,19:39:23,5999442.51,7047716.75
blissfulRelish2,43:23:52:1E:D8:BC,2022-11-13 22:44:19,15:29:22,9356925.58,76978.22
aloofGatorade6,5D:63:2A:55:76:F9,2022-11-04 01:24:55,15:40:53,5398664.28,3761224.49
grumpyHoopoe8,56:10:18:45:63:1C,2022-11-02 17:45:30,12:34:33,6819044.54,2596187.1
cheerfulHoopoe1,4D:1A:33:15:2A:8E,2022-12-18 20:12:16,20:29:38,415742.08,637431.36
mellowMoth7,75:18:6E:01:AA:17,2022-11-23 21:03:36,1:50:12,6052671.11,1640312.85
vengefulWasp2,65:70:77:7F:FA:34,2022-12-10 23:00:49,13:44:56,3736553.66,1757359.6
bubblyPup8,53:47:1F:1D:B1:87,2022-12-03 20:20:33,20:37:40,6448774.67,3759773.67
gloomySnipe7,50:3E:4C:04:D5:83,2022-11-05 03:31:54,17:52:19,4906306.95,3115914.48
adoringLocust5,12:6D:3D:73:74:22,2022-12-07 06:10:30,8:31:50,9166361.81,7092290.62
grudgingTortoise0,06:78:63:61:CA:A3,2022-12-06 18:54:19,20:58:39,7851561.34,2237382.19
solidCrane6,18:6F:6A:26:E0:A5,2022-11-22 00:37:06,14:09:31,425435.11,1166319.95
humorousWidgeon3,30:1F:3D:19:10:A2,2022-11-16 05:51:13,19:36:54,7957228.91,6079981.01
wakefulSmelt8,13:19:2A:2D:C5:FE,2022-11-01 20:12:58,20:12:58,7077333.9,6759994.18
holisticPie9,25:24:79:23:A5:1F,2022-11-23 17:53:36,22:53:57,4171298.29,1298738.69
mildSheep9,05:12:74:47:91:92,2022-11-26 14:19:35,0:32:12,1713536.36,9357492.69
pacifiedGarlic7,63:73:50:1E:9B:62,2022-12-05 08:49:55,5:15:55,8480685.54,1222002.64
ecstaticOtter6,00:15:00:0D:33:65,2022-11-29 20:10:56,4:31:25,5634147.97,8727871.77
offendedDingo2,30:02:3F:13:97:45,2022-11-15 11:34:55,17:21:12,1707299.16,8297395.65
needfulBuck9,5D:1C:57:74:08:7E,2022-11-30 08:17:45,22:58:48,5556082.15,5976029.62
amusedSnipe1,54:3A:2F:30:A7:50,2022-12-05 05:53:39,6:32:23,8890128.65,2908965.09
mildTuna7,6D:1B:6A:7F:C2:83,2022-11-24 17:42:30,12:45:01,5503722.63,1031736.2
needyEland9,60:4A:3B:4B:29:79,2022-12-08 08:36:35,10:19:58,5852683.33,8089351.26
grizzledViper1,5C:29:3C:01:06:DE,2022-12-05 06:28:50,6:01:57,7347558.02,9402433.99
stressedTomatoe8,16:37:3A:16:46:81,2022-11-18 16:22:51,17:05:51,7351030.9,1495394.6
madEggs6,16:4F:32:25:97:4A,2022-11-30 21:27:15,3:29:13,6267782.95,6516408.94
dopeyDingo3,73:68:25:15:28:3B,2022-11-28 05:05:51,12:37:32,2309366.13,528913.27
dearApricots2,2B:4C:51:6C:63:F8,2022-11-15 23:12:25,11:43:44,2571835.86,9466198.47
aloofThrush5,63:22:34:30:10:35,2022-11-13 21:31:53,12:33:02,8017367.72,1876762.86
debonairCheetah1,75:50:36:5F:C1:2B,2022-12-04 17:22:47,4:16:33,5743163.93,5170492.33
innocentCoati0,0B:37:50:0E:E9:52,2022-11-04 05:35:25,21:19:05,3292061.87,4114152.65
trustingCamel4,41:53:65:25:49:12,2022-11-27 10:36:52,2:30:06,8907858.66,2450297.25
contentPlover1,02:16:09:32:E7:E8,2022-11-02 15:36:10,9:58:24,1041722.69,6445259.22
contentBaboon6,7E:45:28:07:D6:ED,2022-12-03 04:46:49,22:18:14,1504327.94,5133035.85
pridefulLard9,1F:28:5A:0E:50:E0,2022-11-17 23:46:59,18:32:24,324732.03,6264213.67
jumpyOwl1,62:4C:3F:03:23:56,2022-11-28 23:21:42,3:13:11,6871673.7,5632983.33
dreadfulOcelot0,52:2C:29:0E:4F:0C,2022-11-17 23:01:31,11:32:18,2183199.69,9642211.29
jealousCrane0,52:50:56:1B:68:08,2022-11-27 22:33:28,11:27:32,6322726.34,5481762.71
soreBaboon6,4F:02:5C:57:35:27,2022-12-07 18:34:38,11:07:32,1657712.55,7054707.72
fondQuiche7,6C:3F:1D:14:78:31,2022-12-07 14:31:33,12:54:54,9061409.23,5279626.68
boredDotterel6,0F:3E:04:77:BB:AE,2022-12-19 10:36:35,16:57:27,5407606.74,7533082.01
wingedHawk3,49:46:60:6A:87:49,2022-11-30 02:19:29,17:04:47,930938.91,1399375.22
panickyTermite5,5D:3E:29:1A:12:A8,2022-12-16 04:41:05,21:49:56,1125231.76,634864.71
similarMandrill8,0C:36:39:61:CB:B9,2022-12-14 12:52:44,17:09:46,9624545.92,9897679.0
enragedFlamingo5,3E:4C:52:3C:91:17,2022-11-29 16:22:15,17:14:10,1890149.58,2468445.05
gleefulGnu2,11:74:2F:42:DE:3F,2022-11-02 20:13:52,12:12:49,5483769.01,595250.26
cynicalRelish5,3D:4F:65:54:55:0C,2022-12-25 05:28:54,16:50:19,6810631.16,3797446.79
puzzledTeal3,20:76:40:2F:E8:A2,2022-12-10 09:33:19,23:22:57,1149779.92,7346572.92
tautChile4,46:1B:1E:72:13:E0,2022-12-13 20:11:42,7:38:26,9638826.79,5359361.69
holisticSeahorse6,2F:2E:78:64:93:7A,2022-12-02 15:44:15,0:31:56,7059363.76,9354344.44
cheerfulSalami5,29:64:75:40:33:92,2022-12-14 22:11:23,10:53:08,7143606.41,518999.77
worldlyTeal6,6E:1E:1E:01:7C:36,2022-12-10 10:03:29,7:15:10,1620043.7,8211146.07
empathicPretzels4,0C:37:50:40:67:BD,2022-11-30 05:03:43,7:57:41,4824957.38,6111354.81
wearyOil6,52:1C:32:39:DE:4F,2022-11-28 17:46:21,0:51:24,6029561.39,1158160.12
worldlyTeal6,3C:2A:79:54:27:B9,2022-12-15 10:50:45,22:09:41,1035575.27,7402394.12
grudgingCheese6,3F:2C:23:1E:1E:3B,2022-11-16 17:49:05,15:34:39,2199365.73,3580994.6
ardentSausage0,32:6B:27:7A:94:E7,2022-11-11 06:31:11,5:16:38,8237753.82,7934612.12
goofyBoars7,02:17:28:5E:84:13,2022-11-27 10:42:06,21:18:12,7618931.77,7715605.05
eagerLemur2,06:55:52:19:30:1A,2022-11-16 22:45:53,23:23:20,6696714.81,9207974.11
jubilantPaella6,6E:32:07:13:94:8E,2022-11-03 12:03:32,19:50:51,8815556.33,5817504.63
ecstaticPolenta6,27:0E:12:2D:D2:E4,2022-12-11 05:18:23,22:15:54,3466766.88,7802717.72
affectedDoves5,79:23:31:44:CD:6F,2022-11-08 16:49:38,2:55:17,3537516.11,449611.17
sincereAntelope9,4C:19:10:5E:D7:B1,2022-11-20 22:42:41,22:38:47,7326798.31,5222526.29
mildTermite7,6F:28:2E:16:47:17,2022-11-26 14:02:17,0:27:04,6614608.99,7386798.32
fondChowder9,03:6F:5E:6A:15:22,2022-12-03 18:05:13,7:43:33,4434689.51,8505007.36
peskyCheetah3,12:75:01:04:E8:08,2022-11-24 10:46:12,16:53:41,7142469.67,6378248.81
contentBaboon6,58:02:25:7F:1A:F6,2022-11-08 13:56:42,23:21:32,6004472.11,1276810.94
debonairSardines9,3C:56:10:62:48:F6,2022-12-16 18:36:50,1:38:02,1308109.89,1248878.07
murkyOwl2,77:62:76:0A:FF:F3,2022-11-18 01:49:47,21:28:17,2806596.54,688668.9
pacifiedGelding6,21:01:41:3B:A1:C6,2022-12-09 00:33:46,8:53:55,2509420.08,3420218.47
mercifulCrackers1,03:75:58:20:5A:39,2022-11-11 08:41:32,4:53:26,1313524.6,9170061.67
blissfulChough7,2C:18:14:59:F6:B3,2022-12-14 19:19:04,0:37:12,7238581.12,291242.09
puzzledCockatoo3,31:46:55:4A:1D:52,2022-12-19 18:18:54,8:52:03,685421.36,3813810.22
grizzledMare6,7A:2B:3E:60:B0:A6,2022-11-20 00:52:47,4:54:19,8794846.02,6537564.83
ashamedCurlew8,77:35:39:30:46:B5,2022-11-20 00:47:15,7:07:51,9986753.53,6651974.03
hushedBuzzard7,5F:6A:17:4C:70:B3,2022-11-04 15:14:12,12:01:52,5297737.08,9084686.45
lazyCurlew2,67:60:04:54:C0:96,2022-11-22 18:33:37,14:02:40,2885809.91,5389431.41
chicGarlic6,75:74:31:5F:7E:38,2022-11-10 23:06:39,3:04:40,9912417.44,9704628.41
affectedPoultry2,79:7D:08:33:C4:C6,2022-11-27 20:08:24,9:21:06,1451887.79,9957592.83
contentWeaver3,43:73:2B:19:DB:ED,2022-11-24 01:58:34,11:40:34,8568709.0,716833.05
joyfulBagels6,3E:7B:68:14:44:46,2022-12-16 14:43:45,16:04:03,6073278.05,7171954.81
sugaryCamel0,0E:58:3D:4A:08:9C,2022-11-17 02:36:38,22:43:28,1012504.74,4633738.56
eagerWigeon4,69:37:7D:6B:5A:47,2022-11-23 02:06:34,5:28:16,7380402.45,7193240.06
pluckyCod3,09:5C:18:2D:C4:9B,2022-12-10 19:19:21,3:14:35,5372578.13,620752.82
insecureTomatoe9,18:06:7A:3C:84:8C,2022-12-16 13:51:01,12:03:59,7118654.51,9528774.05
giddyLizard5,16:22:29:5F:70:3E,2022-12-10 17:18:15,1:08:05,758076.41,1727970.97
enragedFlamingo5,7A:33:7E:1C:F4:B8,2022-11-21 12:49:49,6:08:30,8960015.85,9494740.4
mereCordial2,2C:60:4F:5C:C1:31,2022-12-10 02:34:47,7:31:01,1157273.42,3742217.75
jumpyBustard3,6D:54:2F:2D:11:BB,2022-12-13 05:19:59,10:50:38,1017305.32,8693862.98
peskyBobolink4,47:29:2C:5F:7C:18,2022-12-06 13:14:24,7:49:56,4817438.17,5028397.53
finickyFerret1,2E:22:10:5D:B4:F9,2022-12-01 06:43:17,15:58:22,6123977.73,8991766.51
guiltyRaisins8,07:78:71:47:CF:DE,2022-12-11 20:47:43,2:37:40,378853.18,6983903.9
crushedViper6,46:10:07:6E:4C:D4,2022-11-25 20:13:02,12:14:06,5423220.43,8571990.1
selfishClam8,2C:45:7B:39:37:49,2022-11-29 03:18:14,4:39:04,4986298.71,5815884.24
boredSalami7,22:33:3F:36:09:59,2022-11-15 02:55:41,17:54:51,5446901.54,3193746.71
crummyWasp1,7F:71:7A:66:2B:56,2022-11-22 04:21:54,13:14:54,5699441.7,1578512.57
wornoutRaisins8,5B:17:64:6F:BB:00,2022-12-07 20:39:29,2:54:08,6180547.41,1029447.67
holisticPie9,03:76:79:06:9F:57,2022-11-26 12:38:35,5:07:14,684132.45,6422994.36
emptyBasmati5,6F:53:48:0F:5E:9A,2022-11-30 22:47:30,19:33:17,6377901.28,8147738.91
cheerfulSalt1,31:0B:75:5E:CB:A2,2022-11-27 22:50:16,15:07:57,5362676.4,2827355.94
pridefulCoati3,62:70:0E:05:90:70,2022-11-18 10:01:39,23:05:45,183717.07,9459545.98
scornfulBobolink5,79:21:74:7C:84:8E,2022-11-19 00:09:29,17:16:16,4590557.68,7149958.84
superiorBittern7,28:5B:43:69:3B:2F,2022-11-16 19:25:10,3:34:55,8026161.6,3200441.49
awedBagels7,11:3E:4A:1C:C5:EA,2022-11-26 00:08:31,10:03:51,3352800.25,5898846.08
